total_matches_evaluated,total_bets_placed,wins,losses,pushes,half_wins,half_losses,win_rate,roi,total_stake,total_return,net_profit,max_drawdown,bankroll_curve_summary,risk_of_ruin_estimate,total_ev,avg_ev_per_bet,avg_clv_implied_edge,avg_clv_pct,median_clv_pct,pct_positive_clv,clv_score,brier_score,log_loss,source_markets,data_source_warning,sample_warning
368,8,2,4,0,1,1,0.25,-0.27381115551832097,800.6870449999999,581.45,-219.23704499999985,0.026402254130997397,"{""initial_bankroll"": 10000.0, ""ending_bankroll"": 9780.762955, ""peak_bankroll"": 10046.0, ""min_bankroll"": 9780.762955}",2.060994855408145e-62,473.1062074606415,59.138275932580186,0.0,0.0,0.0,0.0,-0.2,0.2549435979768702,0.7074484286725536,"[""NON_HKJC""]",Backtest includes non-HKJC historical market data. Results may not match HKJC pricing or execution conditions.,
